	Raman shift	Intensity	Baseline	Corrected Intensity	Curve 1	Curve 2	Curve 3	Curve 4	Curve 5	Fit Sum
123.0	502.267	15255.9	13002.192110663138	2253.7078893368616	0.4942438271467917	0.8668442273433841	6.261798185550691E-122	4.3243638354119565	0.11838841747048406	5.803840307372616
124.0	505.841	15232.1	13037.276041599085	2194.823958400915	0.4988076586999022	0.8741878305788313	5.810544007233125E-121	4.353147140617736	0.11910635982988237	5.845248989726352
125.0	509.416	15328.0	13072.069244077422	2255.930755922578	0.50343625978982	0.8816271945267516	5.3483744518896184E-120	4.382226781949575	0.11983105529343292	5.887121291559579
126.0	512.989	15308.8	13106.572689459472	2202.2273105405275	0.5081269007863285	0.8891576354978062	4.8742379978658353E-119	4.411582091955406	0.12056197284714029	5.929428601086681
127.0	516.561	15328.4	13140.787371665856	2187.6126283341437	0.5128820207772238	0.8967827723910199	4.400934706048288E-118	4.441224836091981	0.12129938973270742	5.972189018992932
128.0	520.131	15382.7	13174.714306639466	2207.985693360535	0.5177014398930474	0.9045020124769104	3.9343556074009315E-117	4.4711503206956476	0.1220431732064015	6.015396946272007
129.0	523.701	15371.4	13208.354532199313	2163.0454678006863	0.5225890644158947	0.9123212964566048	3.4868150944030834E-116	4.501379101433221	0.12279381761686686	6.0590832799225876
130.0	527.266	15325.6	13241.709108244262	2083.8908917557383	0.5275391946225406	0.920231193759998	3.054159116124006E-115	4.531872303507042	0.12355034164598587	6.103193033535566
131.0	530.833	15376.7	13274.77911630363	2101.92088369637	0.5325627820860629	0.9282488758353098	2.655321717887557E-114	4.562693582486605	0.12431430771051902	6.147819548118497
132.0	534.398	15280.7	13307.565658745636	1973.1343412543647	0.5376555428664652	0.9363671567805384	2.2858732413268226E-113	4.59381261061387	0.12508494604905834	6.1929202563099315
133.0	537.961	15186.4	13340.069858957688	1846.3301410423119	0.5428187358417635	0.944587701979518	1.9485115333920862E-112	4.625233159447345	0.12586233289266402	6.2385019301612905
134.0	541.521	15203.8	13372.29286005853	1831.50713994147	0.5480521678143152	0.9529098580959297	1.6436765941595307E-111	4.656950104920093	0.12664632430376915	6.284558455134107
135.0	545.082	15024.0	13404.235823630203	1619.7641763697975	0.5533630998870013	0.9613448038372229	1.3754222771975496E-110	4.689003251024742	0.12743788577209497	6.331149040521061
136.0	548.642	14966.7	13435.899929569812	1530.8000704301885	0.5587500271620526	0.9698897627163896	1.140364923905658E-109	4.721379108424462	0.12823666481194132	6.3782555631148465
137.0	552.198	14937.3	13467.286373972103	1470.013626027896	0.5642097575834633	0.9785392974575742	9.351333703048677E-109	4.75405427645467	0.12904206595529985	6.425845397451007
138.0	555.754	14802.3	13498.396368239815	1303.903631760184	0.5697498456509373	0.9873049877877805	7.602552311950884E-108	4.787069599313687	0.12985507717995118	6.473979509932357
