;Raman shift;Intensity;Baseline;Corrected Intensity
288;1073.7;17064.3;17023.4611044233;40.83889557670045
289;1077.06;17088.8;17039.59524440191;49.20475559808983
290;1080.41;17099.3;17055.844926384827;43.455073615172296
291;1083.76;17066.8;17072.213907739868;-5.413907739868591
292;1087.11;17084.2;17088.705946269387;-4.505946269386186
293;1090.46;17070.0;17105.324745690803;-35.324745690802956
294;1093.8;17048.0;17122.073964707142;-74.0739647071423
295;1097.15;17064.1;17138.95690912722;-74.85690912722202
296;1100.49;17144.1;17155.976144760964;-11.876144760964962
297;1103.83;17299.7;17173.133489597785;126.5665104022155
298;1107.17;17178.2;17190.430642984422;-12.230642984421138
299;1110.51;17284.1;17207.869305533262;76.23069446673617
300;1113.85;17271.8;17225.45105567259;46.34894432740839
301;1117.19;17225.4;17243.177472592986;-17.77747259298485
302;1120.53;17385.0;17261.050135948502;123.94986405149757
303;1123.86;17456.3;17279.07044779626;177.22955220373842
304;1127.2;17375.7;17297.23981143287;78.46018856712908
305;1130.53;17455.4;17315.55963192724;139.8403680727606
306;1133.86;17497.3;17334.031315132863;163.26868486713647
307;1137.19;17586.0;17352.656268301635;233.34373169836545
308;1140.52;17653.8;17371.43590031812;282.36409968187945
309;1143.85;17589.7;17390.37162240031;199.3283775996897
310;1147.17;17674.2;17409.46484858984;264.73515141016105
311;1150.5;17648.7;17428.716994921608;219.98300507839303
312;1153.82;17616.8;17448.129480077863;168.670519922136
313;1157.14;17600.8;17467.70372494068;133.09627505932076
314;1160.46;17700.6;17487.441152078834;213.15884792116412
315;1163.78;17677.8;17507.343185392067;170.45681460793276
316;1167.1;17630.0;17527.4112509117;102.58874908829966
317;1170.42;17635.3;17547.646776373633;87.65322362636653
318;1173.73;17658.0;17568.051190539638;89.9488094603621
319;1177.05;17585.4;17588.62592304801;-3.2259230480085535
320;1180.36;17587.8;17609.37240443657;-21.57240443657065
321;1183.67;17603.0;17630.292033016176;-27.292033016175992
322;1186.98;17648.3;17651.385991589385;-3.0859915893852303
323;1190.29;17676.4;17672.655190311354;3.744809688647365
324;1193.6;17595.7;17694.100508508185;-98.40050850818443
325;1196.91;17557.2;17715.722825543424;-158.5228255434231
326;1200.21;17636.9;17737.522037759532;-100.62203775953094
327;1203.52;17816.2;17759.49645785596;56.70354214404142
328;1206.82;17805.1;17781.643393317987;23.456606682011625
329;1210.13;17783.2;17803.960152197935;-20.760152197934076
330;1213.43;17833.7;17826.444042782678;7.255957217323157
331;1216.73;17901.7;17849.092165965176;52.60783403482492
332;1220.02;18078.0;17871.901622710942;206.09837728905768
333;1223.32;18105.3;17894.869514511574;210.4304854884249
334;1226.62;18173.7;17917.992944919635;255.70705508036554
335;1229.91;18280.1;17941.269019592;338.83098040799814
336;1233.2;18354.1;17964.694846742594;389.4051532574049
337;1236.5;18431.9;17988.267537973643;443.63246202635855
338;1239.79;18520.1;18011.984208781418;508.11579121858085
339;1243.07;18671.9;18035.841979098517;636.0580209014843
340;1246.36;18740.9;18059.837973938684;681.0620260613177
341;1249.65;18718.4;18083.96932467624;634.4306753237615
342;1252.94;18904.8;18108.233169496107;796.5668305038926
343;1256.22;19072.3;18132.626652927516;939.673347072483
344;1259.5;19150.7;18157.146927465343;993.553072534658
345;1262.79;19239.7;18181.791155001185;1057.9088449988158
346;1266.07;19325.8;18206.556507362162;1119.2434926378373
347;1269.35;19318.1;18231.44016695449;1086.659833045509
348;1272.62;19601.9;18256.439327376815;1345.4606726231868
349;1275.9;19637.8;18281.551193094365;1356.2488069056344
350;1279.18;19671.9;18306.772982026974;1365.1270179730273
351;1282.45;19723.9;18332.101925656953;1391.798074343049
352;1285.72;19848.4;18357.53526911788;1490.86473088212
353;1289.0;19868.1;18383.070271461325;1485.0297285386732
354;1292.27;19884.2;18408.70420664748;1475.495793352522
355;1295.54;20100.8;18434.434363486813;1666.3656365131865
356;1298.81;20119.3;18460.25804554476;1659.0419544552387
357;1302.07;20265.7;18486.172573050393;1779.5274269496076
358;1305.34;20373.8;18512.17528282319;1861.6247171768082
359;1308.6;20491.1;18538.263529477917;1952.836470522081
